"cause","effect"
"RGS3","PARK2"
"RGS3","YWHAQ"
"RGS6","GNB5"
"RGS9","GNB5"
"RHEB","RAF1"
"RHOA","AKAP13"
"RHOA","ARHGAP8"
"RHOA","CAV1"
"RHOA","CNKSR1"
"RHOA","DIAPH1"
"RHOA","DOCK7"
"RHOA","DVL2"
"RHOA","KTN1"
"RHOA","PITPNM1"
"RHOA","PPP1R12A"
"RHOA","PRKCZ"
"RHOA","RASGRF1"
"RHOA","RHPN1"
"RHOA","TGM2"
"RHOC","ROCK1"
"RHOD","ACVR1"
"RHOD","DIAPH2"
"RHOD","SMURF2"
"RHOD","TGFBR1"
"RHOG","DOCK1"
"RHOG","KTN1"
"RHOG","PLD1"
"RHOH","GDI1"
"RHOH","KCNH2"
"RHOH","UTP14A"
"RHOJ","ACVR1"
"RHOQ","CDC42EP1"
"RHOQ","EXOC7"
"RHOQ","PRKCI"
"RHOQ","TRIP10"
"RHPN1","CALCOCO2"
"RHPN1","KRT15"
"RHPN2","KRT18"
"RIBC2","GTPBP3"
"RIBC2","KRT15"
"RIBC2","PJA1"
"RIBC2","RAD54B"
"RIBC2","TRIM37"
"RIBC2","USHBP1"
"RIBC2","VIM"
"RIC8A","MAPK8IP3"
"RIC8A","TUBB2A"
"RIC8A","UBQLN1"
"RIC8A","UBQLN4"
"RIC8B","GNAQ"
"RIF1","BRD7"
"RIF1","CHD3"
"RIF1","KIAA1377"
"RIF1","PPP1CA"
"RIF1","SETDB1"
"RILPL2","PIK3R2"
"RIN1","HRAS"
"RIN1","RRAS2"
"RIN1","YWHAB"
"RIN2","BIN1"
"RIN2","RAB5B"
"RIN2","RAB5C"
"RING1","CBX7"
"RING1","CBX8"
"RINT1","RAD50"
"RINT1","RBL2"
"RINT1","XPNPEP1"
"RIPK1","IKBKG"
"RIPK1","MAP3K3"
"RIPK1","SQSTM1"
"RIPK1","TRAF1"
"RIPK1","TRIM38"
"RIPK2","CASP8"
"RIPK2","IKBKG"
"RIPK3","TICAM1"
"RIT1","IFRD1"
"RMI1","UBE3A"
"RNF11","ASCC2"
"RNF11","CALCOCO2"
"RNF11","CBLB"
"RNF11","DCUN1D1"
"RNF11","IKBKG"
"RNF11","NEDD4"
"RNF11","SNRNP70"
"RNF11","UBE2D1"
"RNF11","UBE2D2"
"RNF11","UBE2D4"
"RNF11","USP5"
"RNF11","WWP1"
"RNF11","ZFYVE9"
"RNF126","PSMF1"
"RNF126","UBE2D1"
"RNF126","UBE2D3"
"RNF126","UBE2D4"
"RNF130","SCN2A"
"RNF138","TAF9"
"RNF139","COPS5"
"RNF14","UBE2E1"
"RNF183","FBP1"
"RNF19A","C11orf58"
"RNF19A","MAP3K7"
"RNF19A","NUDT21"
"RNF19A","RPS6KA5"
"RNF19A","SNCAIP"
"RNF19A","TUBG1"
"RNF2","BMI1"
"RNF2","PHC1"
"RNF2","RYBP"
"RNF216","RIPK1"
"RNF216","RNF11"
"RNF216","UBE2L3"
"RNF4","GSC2"
"RNF40","RB1"
"RNF5","FHOD1"
"RNF5","UBE2D2"
"RNF5","UBE2E1"
"RNF5","UBE2E3"
"RNF7","CUL2"
"RNF7","CUL4A"
"RNPS1","SART3"
"RNPS1","YWHAG"
"ROBO1","ROBO2"
"ROBO1","SLIT2"
"ROBO1","SRGAP1"
"ROBO1","SRGAP2"
"ROBO1","TUBB3"
"ROBO2","CPE"
"ROBO2","SLIT3"
"ROBO2","UBQLN4"
"ROBO4","ENAH"
"ROCK1","CDC34"
"ROCK1","LIMK1"
"ROCK1","PPP1R12A"
"ROR2","FZD2"
"ROR2","FZD5"
"ROR2","MAGED1"
"ROR2","WNT5A"
"RORA","EP300"
"RORA","NCOA1"
"RORA","PROX1"
"RORA","PSMC5"
"RORB","UBE2I"
"RPA1","MCM2"
"RPA1","MCM7"
"RPA1","PCNA"
"RPA1","PRKDC"
"RPA1","RAD51"
"RPA1","RAD52"
"RPA1","RBM23"
"RPA1","RCC1"
"RPA1","RPA2"
"RPA1","WRN"
"RPA2","GOLM1"
"RPA2","MCM2"
"RPA2","MED31"
"RPA2","MEN1"
"RPA2","RAD52"
"RPA2","RPLP1"
"RPA2","TLE1"
"RPL12","CBX1"
"RPL13","DAXX"
"RPL13","MAP2K3"
"RPL13","MAPKAPK5"
"RPL13","TK1"
"RPL18A","AES"
"RPL18A","NEDD4"
"RPL6","RPL29"
"RPL8","ARIH2"
"RPL8","C11orf49"
"RPL8","DUSP23"
"RPL8","SUPT5H"
"RPLP1","CDK2AP2"
"RPLP1","MAP1LC3B"
"RPLP1","PPP2CB"
"RPLP2","RPLP1"
"RPN1","PDPK1"
"RPN2","RBBP4"
"RPP14","LIMD1"
"RPS10","HAP1"
"RPS10","PTTG1"
"RPS15A","CDC37"
"RPS19","VCL"
"RPS2","ANXA7"
"RPS2","TK1"
"RPS2","YWHAG"
"RPS27A","DAZAP2"
"RPS27A","RNF11"
"RPS27A","SMURF1"
"RPS6KA1","DDAH2"
"RPS6KA2","MAP2K1"
"RPS6KA2","MAPK3"
"RPS6KA3","BAD"
"RPS6KA3","MAPK1"
"RPS6KA3","MAPK3"
"RPS6KA3","PDPK1"
"RPS6KA3","STK11"
"RPS6KA5","BAD"
"RPS6KA5","DDAH2"
"RPS6KA5","EIF4EBP1"
"RPS6KA5","EP300"
"RPS6KA5","HIST1H1B"
"RPS6KA5","HIST3H3"
"RPS6KA5","HIST4H4"
"RPS6KA5","MAPK11"
"RPS6KA6","MED24"
"RPS6KB1","CLEC3B"
"RPS6KB1","EIF4EBP1"
"RPS6KB1","MAPK1"
"RPS6KB1","PDPK1"
"RPS6KB1","PPP2CA"
"RPS6KB1","STK11"
"RPSA","CBX5"
"RPSA","LAMA2"
"RRAD","CSNK2A1"
"RRAD","NME1"
"RRAS","ARAF"
"RRAS","BCL2"
"RRAS","NAV2"
"RRAS","PPP2CA"
"RRAS","RALGDS"
"RRAS","RASSF5"
"RRAS2","ARAF"
"RRAS2","RABAC1"
"RRAS2","RAF1"
"RRAS2","RASGRF1"
"RRAS2","XRCC6"
"RRBP1","PRKD2"
"RRH","TGFBR1"
"RSRC1","LSM2"
"RSU1","LIMS1"
"RTKN","RAC2"
"RTKN","RHOA"
"RTN3","COL4A3BP"
"RTN3","FAM160A2"
"RTN4","BCL2L1"
"RTN4","COL4A3BP"
"RTN4","CRMP1"
"RTN4","HLA-DPB1"
"RTN4","LRCH4"
"RTN4","MBP"
"RTN4","NAPA"
"RTN4","PLEKHF2"
"RTN4","RTN3"
"RTN4","RTN4IP1"
"RTN4","TUBA4A"
"RTN4IP1","WBP11"
"RTN4R","LINGO1"
"RTN4R","MAG"
"RTN4R","NGFR"
"RTN4R","RTN4"
"RTN4R","RTN4IP1"
"RUFY1","BMX"
"RUFY2","DUSP23"
"RUFY2","SF3B3"
"RUNDC3A","TFPT"
"RUNX1","CBFA2T2"
"RUNX1","ELF2"
"RUNX1T1","BCL6"
"RUNX1T1","HDAC1"
"RUNX1T1","HDAC3"
"RUNX1T1","KPNA1"
"RUNX1T1","NCOR1"
"RUNX1T1","TCF12"
"RUNX1T1","TCF3"
"RUNX1T1","TCF4"
"RUNX2","CBFB"
"RUNX2","CEBPB"
"RUNX2","EP300"
"RUNX2","HDAC3"
"RUNX2","MSX2"
"RUNX2","RB1"
"RUNX3","HDAC1"
"RUNX3","HDAC2"
"RUNX3","TLE1"
"RUSC2","DLST"
"RUVBL1","ACTL6A"
"RUVBL2","HDAC1"
"RUVBL2","HDAC4"
"RUVBL2","RUVBL1"
"RXRA","BRD8"
"RXRA","COPS2"
"RXRA","DNTTIP2"
"RXRA","HMGA1"
"RXRA","MECR"
"RXRA","MED1"
"RXRA","MED24"
"RXRA","NCOA1"
"RXRA","NCOA3"
"RXRA","NCOA6"
"RXRA","NFKB1"
"RXRA","NFKBIB"
"RXRA","NPAS2"
"RXRA","NR1H3"
"RXRA","NR1I2"
"RXRA","NSD1"
"RXRA","PNRC2"
"RXRA","POU2F1"
"RXRA","PPARG"
"RXRA","PSMC5"
"RXRA","RNF8"
"RXRA","SP1"
"RXRA","TAF11"
"RXRA","TBP"
"RXRA","THRA"
"RXRA","TRIM24"
"RXRA","TRIP10"
"RXRA","TRIP4"
"RXRA","ZNHIT3"
"RXRB","NR1I2"
"RXRB","PPARG"
"RXRB","RARG"
"RXRB","TACC2"
"RXRB","THRA"
"RXRG","CREBBP"
"RXRG","DCK"
"RXRG","NCOR2"
"RXRG","NR1H3"
"RXRG","NR1I2"
"RXRG","PPARG"
"RXRG","RARB"
"RXRG","RARG"
"RXRG","SRF"
"RXRG","THRA"
"RYBP","RNF2"
"RYK","EPHB2"
"RYR1","FKBP1A"
"RYR1","GNPNAT1"
"RYR1","HOMER3"
"RYR1","LUC7L2"
"RYR1","PDK2"
"RYR1","PTN"
"S100A10","ANXA7"
"S100A10","SETDB1"
"S100A10","TRPV6"
"S100A11","ACTB"
"S100A11","ANXA1"
"S100A11","NCL"
"S100A13","PHYHIP"
"S100A13","VCL"
"S100A2","TPM1"
"S100A4","METAP2"
"S100A6","ECD"
"S100A8","CDKN1A"
"S100B","AGER"
"S100B","AHNAK"
"S100B","ANXA6"
"S100B","DES"
"S100B","ECD"
"S100B","IQGAP1"
"S100B","MAPT"
"S100B","NDRG1"
"S100B","S100A1"
"S100B","S100A6"
"S100B","TNIP1"
"S1PR1","CAV1"
"S1PR1","GNAI1"
"S1PR1","PDGFRB"
"S1PR2","GNAI1"
"S1PR2","GNAQ"
"S1PR4","GNA12"
"S1PR4","GNA13"
"S1PR5","GNAI1"
"S1PR5","GNAO1"
"SAA1","COL4A1"
"SAA1","COL4A2"
"SAA1","COL4A3"
"SAA1","COL4A4"
"SAA1","LAMA1"
"SAAL1","SNW1"
"SAE1","UBE2E3"
"SAFB","CDC37"
"SAFB","MAP1LC3B"
"SAFB","POLR2A"
"SAFB","SAFB2"
"SAFB","TAF15"
"SAFB2","SORBS3"
"SAP30","HDAC1"
"SAP30","HDAC2"
"SAP30BP","SUPT5H"
"SATB1","BAZ1A"
"SATB1","EP300"
"SATB1","SMARCA5"
"SAV1","AKAP8"
"SBF1","SUV39H1"
"SCAF1","UBQLN4"
"SCAMP1","ITSN1"
"SCAMP1","SCAMP2"
"SCAMP1","UBE3A"
"SCAPER","MEGF10"
"SCARB1","APOE"
"SCFD1","DLST"
"SCFD1","VCL"
"SCFD1","XRN2"
"SCG5","UBQLN4"
"SCMH1","PHC1"
"SCN2A","MPP3"
"SCN4A","INADL"
"SCN5A","INADL"
"SCN5A","NEDD4L"
"SCNN1A","UBE2I"
"SCRIB","ARHGEF7"
"SCTR","SCT"
"SCYL1","COIL"
"SDC1","CASK"
"SDC1","IGFBP7"
"SDC1","MDK"
"SDC1","PTN"
"SDC1","SDCBP"
"SDC2","CASK"
"SDC2","EPHB2"
"SDC2","EZR"
"SDC2","FN1"
"SDC2","LAMA3"
"SDC2","NF1"
"SDC2","PRKCG"
"SDC2","REG3A"
"SDC2","SDCBP"
"SDC2","SPARC"
"SDC2","TNFSF13"
"SDC3","ARRB1"
"SDC3","COL5A1"
"SDC3","CSK"
"SDC3","CTTN"
"SDC3","IKBKB"
"SDC3","LCK"
"SDC3","MDK"
"SDC3","PTN"
"SDC3","TUBB2A"
"SDC4","CXCR4"
"SDC4","MDK"
"SDC4","PRKCD"
"SDC4","SDCBP"
"SDC4","TGFB1I1"
"SDCBP","CADM1"
"SDCBP","EPHB2"
"SDCBP","GRIA1"
"SDCBP","GRIA4"
"SDCBP","GRIK2"
"SDCBP","NF2"
"SDCBP","RNF11"
"SDCBP","STX1A"
"SDCBP","ULK1"
"SDCBP","WDR91"
"SDCBP2","BEND7"
"SDCBP2","C1orf35"
"SDCBP2","PAFAH1B3"
"SDCBP2","TIFA"
"SDCBP2","ZCCHC17"
"SDCCAG3","VIM"
"SDF4","ANXA7"
"SDF4","RAP1B"
"SDF4","RCC1"
"SDHC","ARHGDIA"
"SDPR","PLEKHF2"
"SEC13","SEC31A"
"SEC61B","TNFRSF1A"
"SECISBP2","ATXN7L3"
"SELE","GLG1"
"SELENBP1","EED"
"SELENBP1","GORASP2"
"SELENBP1","MED31"
"SELL","CD4"
"SELL","CFH"
"SELL","EMCN"
"SELL","GRB2"
"SELL","MSN"
"SELL","SELPLG"
"SELP","AP1M1"
"SELP","EZR"
"SELP","SELPLG"
"SELP","SERPING1"
"SELP","VCAN"
"SELPLG","CTSG"
"SELPLG","SYK"
"SEMA3F","UBA1"
"SEMA4C","NCDN"
"SEMA4D","CD72"
"SEMA4F","DLG4"
"SEMA5B","FAM118B"
"SEMG1","UBQLN4"
"SENP2","CDK5RAP2"
"SENP2","PML"
"SEPHS1","IGSF21"
"SEPHS1","UNC119"
"SEPT2","STX1A"
"SEPT3","MAPK6"
"SEPT3","WBP2"
"SEPT5","PARK2"
"SEPT5","SEPT8"
"SEPT5","STX1A"
"SEPT5","STX4"
"SEPT8","PPHLN1"
"SERBP1","PIAS1"
"SERBP1","TDG"
"SERF2","MDFI"
"SERF2","QKI"
"SERPINA1","PRTN3"
"SERPINA4","TNNT1"
"SERPINA5","FGA"
"SERPINA5","FGB"
"SERPINA5","KLK3"
"SERPINA5","PLAT"
"SERPINB6","KLK2"
"SERPINB8","CAP1"
"SERPINB8","FURIN"
"SERPINB9","COPS6"
"SERPINB9","MED31"
"SERPINB9","PRPF40A"
"SERPINE1","MMP3"
"SERPINF1","CSNK2A1"
"SERPING1","C1R"
"SERPING1","C1S"
"SERPING1","MASP1"
"SERPING1","PLAT"
"SERPING1","PLG"
"SERPINH1","CDK9"
"SERPINH1","CEP70"
"SERPINH1","FEZ1"
"SET","ANP32A"
"SET","EP300"
"SET","TAF1A"
"SETD2","ATXN1"
"SETD5","CCDC85B"
"SETD7","HCFC1"
"SETD7","TAF10"
"SETDB1","BTBD2"
"SETDB1","CBX8"
"SETDB1","CDKN1A"
"SETDB1","HDAC1"
"SETDB1","HDAC2"
"SETDB1","HIST1H3A"
"SETDB1","NIPSNAP3A"
"SETDB1","PIAS4"
"SETDB1","RASGRF2"
"SETDB1","SIN3A"
"SETDB1","SIN3B"
"SETDB1","SNIP1"
"SETDB1","SUFU"
"SETDB1","TCERG1"
"SETDB1","TRIM28"
"SETDB1","USP11"
"SF1","RBPMS"
"SF1","TAF15"
"SF1","TCERG1"
"SF3A1","SMURF1"
"SF3A1","TCERG1"
"SF3A2","SF3A1"
"SF3A3","TCERG1"
"SF3B1","DYRK1A"
"SF3B1","EP300"
"SF3B1","SF3B3"
"SF3B1","SNIP1"
"SF3B1","TCERG1"
"SF3B3","MPP3"
"SF3B3","NOL12"
"SF3B3","YWHAG"
"SF3B4","FAM115A"
"SF3B4","STK19"
"SFI1","KRT19"
"SFMBT1","PHC1"
"SFN","GPRIN2"
"SFN","WDYHV1"
"SFN","YWHAG"
"SFPQ","SIN3A"
"SFPQ","TOP1"
"SGK1","PDK2"
"SGK3","GSK3B"
"SGK3","PDPK1"
"SGSM2","CA12"
"SGSM2","CHD3"
"SGSM2","ILF2"
"SGSM2","KHDRBS3"
"SGSM2","MPP1"
"SGSM2","PTN"
"SGTA","EFEMP1"
"SGTA","EFEMP2"
"SGTA","NME3"
"SGTA","SRGN"
"SGTB","TMPO"
"SH2B1","NTRK1"
"SH2B2","AKT1"
"SH2B2","CBL"
"SH2B2","GRB2"
"SH2B2","PDLIM7"
"SH2B2","SHC1"
"SH2B2","SORBS1"
"SH2B3","GRB2"
"SH2D1A","GRB2"
"SH2D2A","LCK"
"SH2D3A","BCAR1"
"SH2D3C","BCAR1"
"SH2D3C","MAPK1"
"SH2D3C","SNCAIP"
"SH3BP1","HCK"
"SH3BP1","RHOA"
"SH3BP2","FLT3"
"SH3BP2","LAT"
"SH3BP2","LCK"
"SH3BP2","PLCG2"
"SH3BP2","VAV1"
"SH3BP2","VAV2"
"SH3BP2","VAV3"
"SH3BP2","YWHAQ"
"SH3BP5","MAPK10"
"SH3BP5L","YWHAG"
"SH3GL1","HGS"
"SH3GL1","ITCH"
"SH3GL1","KPNA3"
"SH3GL1","PSAP"
"SH3GL1","PTPN23"
"SH3GL1","SH3D19"
"SH3GL2","ERH"
"SH3GL2","SH3GL1"
"SH3GL2","TCEA2"
"SH3GL3","CRIP1"
"SH3GL3","HTT"
"SH3GL3","PPP1R10"
"SH3GL3","SH3KBP1"
"SH3GL3","SNRPN"
"SH3GL3","TNNT1"
"SH3GL3","VIM"
"SH3GL3","WDR33"
"SH3GLB1","SH3KBP1"
"SH3KBP1","ABI2"
"SH3KBP1","PABPN1"
"SH3KBP1","TAF6"
"SH3RF1","SIAH1"
"SHANK1","ABCA1"
"SHANK1","ARHGEF7"
"SHANK1","BAIAP2"
"SHANK1","DLG4"
"SHANK1","DLGAP1"
"SHANK1","DNM2"
"SHANK1","HOMER1"
"SHANK1","RPS6KA2"
"SHANK1","SPTAN1"
"SHANK1","TANC1"
"SHANK2","ARHGEF7"
"SHANK2","BAIAP2"
"SHANK2","DLG4"
"SHANK2","DLGAP1"
"SHANK2","SLC9A3"
"SHB","EPS8"
"SHB","GRAP2"
"SHB","GRB2"
"SHB","PLCG1"
"SHB","SRC"
"SHB","VAV1"
"SHBG","ACTA2"
"SHBG","AP2A1"
"SHBG","DSTN"
"SHBG","EEF1A1"
"SHBG","SNAPIN"
"SHBG","UBE3A"
"SHC1","AP2A1"
"SHC1","AP2A2"
"SHC1","BCR"
"SHC1","C11orf58"
"SHC1","CDH5"
"SHC1","CSK"
"SHC1","DUSP23"
"SHC1","FAM118B"
"SHC1","FCGR2A"
"SHC1","FGFR1"
"SHC1","GAB1"
"SHC1","GRAP"
"SHC1","GRB2"
"SHC1","HMOX2"
"SHC1","ILK"
"SHC1","INPPL1"
"SHC1","INSR"
"SHC1","LCP2"
"SHC1","MAP4K1"
"SHC1","MAPKAPK2"
"SHC1","MRPL44"
"SHC1","NPM1"
"SHC1","NUDT21"
"SHC1","OSGEP"
"SHC1","PLCG2"
"SHC1","PPP2R5A"
"SHC1","PRKCD"
"SHC1","PRKRA"
"SHC1","RAPGEF1"
"SHC1","RASA1"
"SHC1","SOS2"
"SHC1","SRC"
"SHC2","GRB2"
"SHC3","SH3GL3"
"SHPRH","LPP"
"SIAH1","UBE2D1"
"SIAH2","UBE2I"
"SIGIRR","IRAK1"
"SIGIRR","RPN1"
"SIGIRR","TRAF6"
"SIGLEC10","FLNA"
"SIGLEC7","GRB2"
"SIGMAR1","ANK2"
"SIL1","PIP4K2A"
"SIN3A","CBFA2T2"
"SIN3A","HDAC1"
"SIN3A","HDAC2"
"SIN3A","MORF4L2"
"SIN3A","PHF12"
"SIN3B","SETDB1"
"SIPA1","PLCB3"
"SIRPA","PRC1"
"SIRT1","EP300"
"SIRT6","UBE2D1"
"SIT1","GRB2"
"SIVA1","ABL2"
"SIVA1","BCL2L1"
"SIX1","EYA1"
"SIX1","EYA2"
"SIX1","EYA3"
"SIX1","TLE1"
"SIX2","EYA3"
"SIX5","HMGB1"
"SIX5","SRF"
"SKAP1","SRC"
"SKAP2","PRAM1"
"SKAP2","TGFBR1"
"SKI","NFIX"
"SKIL","ASCC3"
"SKIL","CDC27"
"SKIL","CXXC5"
"SKIL","HEY1"
"SKIL","HIPK1"
"SKIL","NCOR1"
"SKIL","PIAS1"
"SKIL","PIAS3"
"SKIL","PYCR2"
"SKIL","RNF4"
"SKIL","SMAD1"
"SKIL","SMAD2"
"SKIL","SMAD3"
"SKIL","SMAD4"
"SKIL","TDG"
"SKIL","TRAK1"
"SKIL","TTF2"
"SKIL","UBE2I"
"SKIL","UIMC1"
"SKIL","ZBTB6"
"SKIL","ZMYM2"
"SKIL","ZMYM5"
"SKP1","CUL1"
"SKP1","FBXO4"
"SKP1","FBXO7"
"SKP1","RBX1"
"SKP1","SIAH1"
"SKP2","CCNA2"
"SKP2","CCNT1"
"SKP2","CDC34"
"SKP2","CUL4A"
"SKP2","RB1"
"SLA","LAT"
"SLA","VAV1"
"SLC1A6","ARIH2"
"SLC1A6","FTH1"
"SLC22A11","SLC9A3R1"
"SLC22A4","SLC9A3R2"
"SLC22A5","SLC9A3R2"
"SLC25A6","KARS"
"SLC25A6","PLSCR1"
"SLC25A6","STRN4"
"SLC27A6","CHD3"
"SLC27A6","CUTC"
"SLC27A6","GNB2L1"
"SLC27A6","TMEM62"
"SLC27A6","VIM"
"SLC2A1","GAPDH"
"SLC2A1","PDIA3"
"SLC2A1","UBE2I"
"SLC2A4","RAB7A"
"SLC2A4","UBE2I"
"SLC35E1","LAMA3"
"SLC3A2","EGFR"
"SLC4A1","ACTC1"
"SLC4A7","YWHAB"
"SLC6A3","STX1A"
"SLC8A1","PPP3CB"
"SLC8A1","YWHAB"
"SLC9A1","MAPK14"
"SLC9A1","TESC"
"SLC9A3","MAST2"
"SLC9A3R1","ATP6V1B1"
"SLC9A3R1","ATP6V1E1"
"SLC9A3R1","CFTR"
"SLC9A3R1","CTNNB1"
"SLC9A3R1","EZR"
"SLC9A3R1","NF2"
"SLC9A3R1","PLCB2"
"SLC9A3R1","RDX"
"SLC9A3R1","SLC22A4"
"SLC9A3R1","SLC22A5"
"SLC9A3R1","SLC4A8"
"SLC9A3R1","SLC9A3"
"SLC9A3R1","SLCO1A2"
"SLC9A3R1","TBC1D10A"
"SLC9A3R2","ACTN4"
"SLC9A3R2","PDPK1"
"SLC9A3R2","PLCB3"
"SLC9A3R2","PRKACA"
"SLC9A3R2","SGK3"
"SLC9A3R2","SIAH1"
"SLC9A3R2","SRY"
"SLC9A3R2","TAZ"
"SLC9A3R2","WWTR1"
"SLC9A5","ARRB1"
"SLCO1A2","SLC9A3R2"
"SLIT1","ATN1"
"SLIT2","ROBO2"
"SMAD1","BTBD2"
"SMAD1","EP300"
"SMAD1","FRZB"
"SMAD1","GLI3"
"SMAD1","GSC"
"SMAD1","LEF1"
"SMAD1","MED6"
"SMAD1","MGA"
"SMAD1","MKL2"
"SMAD1","PIAS4"
"SMAD1","PREB"
"SMAD1","PSMB4"
"SMAD1","RFX1"
"SMAD1","SMAD3"
"SMAD1","SMAD5"
"SMAD1","SMAD6"
"SMAD1","SMARCE1"
"SMAD1","SNIP1"
"SMAD1","SUV39H1"
"SMAD1","TTF1"
"SMAD1","ZBTB44"
"SMAD1","ZNF184"
"SMAD1","ZNF510"
"SMAD1","ZNF521"
"SMAD1","ZNF76"
"SMAD1","ZSCAN4"
"SMAD2","BAZ1A"
"SMAD2","BTBD2"
"SMAD2","COPS5"
"SMAD2","CREBBP"
"SMAD2","DCUN1D1"
"SMAD2","E2F4"
"SMAD2","EP300"
"SMAD2","FOXH1"
"SMAD2","FOXO3"
"SMAD2","GATAD2B"
"SMAD2","GLI3"
"SMAD2","GSC"
"SMAD2","KAT2B"
"SMAD2","LEMD3"
"SMAD2","LHX9"
"SMAD2","MED15"
"SMAD2","MED6"
"SMAD2","MEF2A"
"SMAD2","MEF2C"
"SMAD2","NCOA6"
"SMAD2","PAXIP1"
"SMAD2","PIAS4"
"SMAD2","RAB34"
"SMAD2","RARB"
"SMAD2","RBL1"
"SMAD2","RUNX2"
"SMAD2","RXRA"
"SMAD2","SMAD3"
"SMAD2","SNIP1"
"SMAD2","SP1"
"SMAD2","ZEB1"
"SMAD2","ZMYND11"
"SMAD2","ZNF41"
"SMAD2","ZNHIT6"
"SMAD3","AR"
"SMAD3","ATF2"
"SMAD3","CREBBP"
"SMAD3","CUL1"
"SMAD3","DACH1"
"SMAD3","EP300"
"SMAD3","ETS1"
"SMAD3","GLI3"
"SMAD3","HIVEP1"
"SMAD3","KAT2B"
"SMAD3","NCOA6"
"SMAD3","PLAGL1"
"SMAD3","PRDM4"
"SMAD3","RBL1"
"SMAD3","RNF111"
"SMAD3","SKI"
"SMAD3","SMAD1"
"SMAD3","SP1"
"SMAD3","YBX1"
"SMAD3","ZEB1"
"SMAD3","ZEB2"
"SMAD3","ZMYM2"
"SMAD4","AR"
"SMAD4","ATF2"
"SMAD4","CEBPB"
"SMAD4","COPS5"
"SMAD4","CREBBP"
"SMAD4","CTCF"
"SMAD4","DACH1"
"SMAD4","DCP1A"
"SMAD4","EP300"
"SMAD4","FBXO34"
"SMAD4","FOXO3"
"SMAD4","GLI3"
"SMAD4","HMG20A"
"SMAD4","HOXA9"
"SMAD4","HOXC8"
"SMAD4","JUNB"
"SMAD4","LEF1"
"SMAD4","MAX"
"SMAD4","MEF2A"
"SMAD4","PIAS1"
"SMAD4","PIAS2"
"SMAD4","PIAS3"
"SMAD4","PRKAR1B"
"SMAD4","RALA"
"SMAD4","RBL1"
"SMAD4","SMAD1"
"SMAD4","SMAD2"
"SMAD4","SMAD5"
"SMAD4","SNIP1"
"SMAD4","SP1"
"SMAD4","TDG"
"SMAD4","TFE3"
"SMAD4","UBE2L3"
"SMAD4","UHRF2"
"SMAD4","ZBTB44"
"SMAD4","ZMYM2"
"SMAD4","ZNF423"
"SMAD4","ZNF521"
"SMAD5","HOXA13"
"SMAD5","SMAD1"
"SMAD5","SOX5"
"SMAD5","SUV39H1"
"SMAD5","ZBTB44"
"SMAD5","ZNF184"
"SMAD6","HOXC8"
"SMAD6","SMAD1"
"SMAD6","SMAD7"
"SMAD7","SMAD6"
"SMAD7","SOX7"
"SMAD9","AFF1"
"SMAD9","ARID1B"
"SMAD9","ARNT"
"SMAD9","BAZ1A"
"SMAD9","CAMSAP1"
"SMAD9","CLPB"
"SMAD9","EXPH5"
"SMAD9","LEMD3"
"SMAD9","LNPEP"
"SMAD9","MCM3AP"
"SMAD9","MGA"
"SMAD9","MTMR10"
"SMAD9","SF3B1"
"SMAD9","SMAD2"
"SMAD9","SMAD3"
"SMAD9","SMAD4"
"SMAD9","SVEP1"
"SMAD9","UBE3A"
"SMAD9","ZEB2"
"SMAD9","ZNF557"
"SMAD9","ZNF592"
"SMAD9","ZNF8"
"SMAD9","ZNF83"
"SMARCA2","ARID1B"
"SMARCA2","MECP2"
"SMARCA2","SS18"
"SMARCA4","ARID1A"
"SMARCA4","ARID1B"
"SMARCA4","CHD4"
"SMARCA4","CHMP5"
"SMARCA4","RB1"
"SMARCA4","RELB"
"SMARCA4","SMARCB1"
"SMARCA5","BAZ1B"
"SMARCA5","BAZ2A"
"SMARCB1","KLF1"
"SMARCB1","MAP1LC3B"
"SMARCB1","MYC"
"SMARCB1","RB1"
"SMARCB1","RELB"
"SMARCB1","SMARCA4"
"SMARCB1","TP53"
"SMARCC1","CEBPB"
"SMARCC1","SIN3A"
"SMARCC1","SMARCA4"
"SMARCC2","BAZ1B"
"SMARCC2","POLR2A"
"SMARCD1","CALCOCO2"
"SMARCD1","KRT15"
"SMARCD1","LDOC1"
"SMARCD1","RXRA"
"SMARCD1","USHBP1"
"SMARCD1","VDR"
"SMARCD3","CCNE1"
"SMARCD3","FANCA"
"SMARCD3","SMARCC1"
"SMARCE1","NCOA1"
"SMARCE1","NCOA2"
"SMARCE1","NCOA3"
"SMARCE1","RCOR1"
"SMARCE1","SMAD1"
"SMC1A","ATM"
"SMC1A","BLM"
"SMC1A","MDC1"
"SMC1A","MSH2"
"SMC1A","NDC80"
"SMC1A","RAD21"
"SMC1A","SMC3"
"SMG1","PRKCI"
"SMG1","UPF3A"
"SMG5","UPF1"
"SMG7","SMG5"
"SMN1","ADAMTS10"
"SMN1","ATP6V1A"
"SMN1","CCDC90B"
"SMN1","COIL"
"SMN1","COPS6"
"SMN1","DDAH2"
"SMN1","DDX20"
"SMN1","DHX9"
"SMN1","FLAD1"
"SMN1","GDF9"
"SMN1","HNRNPU"
"SMN1","INPP5K"
"SMN1","MED31"
"SMN1","MPP1"
"SMN1","MSH2"
"SMN1","PDE4DIP"
"SMN1","RBBP4"
"SMN1","SDF4"
"SMN1","SMC5"
